,WELL_ID,AVG_DOWNHOLE_PRESSURE,AVG_DOWNHOLE_TEMPERATURE,AVG_DP_TUBING,AVG_CHOKE_SIZE_P,AVG_WHP_P,DP_CHOKE_SIZE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL
117,117,236.3539469,105.6869506,168.02209645833332,41.9760475,68.33185041666667,34.92156729166667,4377.97,615092.3,795.75
118,118,234.68556270833332,105.71831291666666,168.47470020833333,43.37808563,66.2108625,32.35177541666667,4534.04,635173.29,659
119,119,234.91800395833334,105.7235806,168.7014481,43.28201270833333,66.21655583333333,32.383467708333335,4521.12,633199.36,784.64
120,120,235.1808381,105.73079583333333,169.00309145833333,43.27935145833333,66.17774666666666,32.362323333333336,4504.72,631462,759.29
121,121,232.33501666666666,105.76757770833333,170.49923041666668,49.795095833333335,61.83578625,28.0492225,4804.4,672234.53,871.11
122,122,223.8070331,105.90581645833333,173.72869791666668,69.18941395833333,50.078335208333336,16.184861458333334,5644.37,786328.36,783.9
123,123,223.84438333333333,105.93353833333333,174.05715791666665,69.79259375,49.787225416666665,15.903996666666666,4867.01,678027.96,799.53
124,124,224.07912041666665,105.9446369,174.25025479166666,69.39616813,49.82886563,15.95753375,4847.95,675426.37,854.26
125,125,224.30269708333333,105.95609145833333,174.4521519,69.23126520833334,49.85054520833334,15.993826041666667,4690.49,654195.94,553.31
126,126,230.58686479166667,105.91177895833333,172.807235,55.29816688,57.779629791666665,23.906042916666667,4270.77,597666.97,693.42
127,127,236.63368583333335,105.82262333333334,171.40881770833334,43.65717938,65.22486813,31.401913541666666,3899.79,546135.88,733.34
128,128,236.73987965357966,105.82493683602772,171.6505380600462,43.042092272727274,65.08934159353349,30.981630484988454,1750.83,245908.83,382.2
129,129,256.9450174898785,104.82565522267207,169.7350339271255,24.461643846153848,87.20998356275304,55.30395072874494,429.76,63849.67,137.52
130,130,241.24167958333334,105.63419770833333,168.89995583333334,39.41918875,72.34172375,39.01910625,3567.82,502467.62,284.71
131,131,236.7777669,105.742475,169.9250375,43.00378688,66.85272938,33.01779583333333,3894.67,543524.32,415.53
132,132,236.61591479166665,105.77078791666666,169.8792231,43.271730416666664,66.73669166666667,32.86946563,3894.95,546666.03,406.62
133,133,241.4320133958996,105.62455740616457,170.70820623656903,38.22580405405405,70.72380715933055,37.18345554256625,2449.2,345958.51,715.61
134,134,237.36480895833333,105.8050106,170.6032575,43.27926563,66.76155145833333,32.88387854166667,3802.88,532991.23,333.33
135,135,238.65061291666666,105.80811979166667,170.69018,42.30381729166667,67.96043291666666,34.233274791666666,3715.57,520270.28,419.58
136,136,240.94273645833334,105.78053,170.5753944,40.27762479166667,70.36734208333333,36.933592708333336,3536.73,496636.74,506.43
137,137,236.19362269793186,104.16738735891292,168.3823963075701,40.53981625,67.81122639036174,34.73680679123731,3599.73,504695.35,538.91
138,138,239.8670019,105.79558458333334,171.29265979166667,41.16056604166667,68.57434208333333,35.04015354166667,3580.92,501628.24,575.5
139,139,239.75694583333333,105.80093958333333,171.51134708333333,41.23936333333333,68.24559875,34.73532625,3585.75,501596.04,626.31
140,140,241.85678849957674,105.73843807068373,171.97180493617674,37.61269933333333,69.88498356,36.52621910191163,2731.31,381468.81,1790.49
141,141,239.35390104166666,105.7830906,171.52865541666668,41.05456145833333,67.82524563,34.41694125,3477.84,489328.58,792.97
142,142,244.3048391,105.71408797215568,172.00903010018703,34.35143625,72.29580901681597,38.61080357604697,2601.89,378527.11,2326.19
143,143,235.6436806,105.80064583333333,171.83808958333333,44.58628438,63.805591041666666,29.750275833333333,3837.87,532674.89,693.95
144,144,242.32711760635615,105.04089325004291,185.48261939248422,37.41535380952381,56.844498213871944,27.550452822939306,2434.52,345844.97,811.65
145,145,234.7759156,105.8072081,171.30036270833332,44.29462791666667,63.475552916666665,29.453648333333334,3684.3,517428.02,686.29
146,146,234.9009194,105.82393041666667,171.37674041666668,44.2114825,63.52417895833333,29.519851458333335,3675.56,514401.52,1315.69
147,147,234.78496104166666,105.8314188,171.42696979166666,44.30951688,63.35799125,29.370519791666666,3675.29,513897.82,1373.07
148,148,234.90388145833333,105.83651958333333,171.56327020833334,44.235225,63.34061125,29.369457291666667,3664.12,513063.65,1258.67
149,149,233.7585559504302,105.85688592948692,172.07767181596603,42.7211675,61.68088413446419,27.604095444093833,1238.04,170503.64,418.15
150,150,241.82810797422042,105.78853628310205,173.39460590436326,39.832136,68.43350206985714,35.18754722820816,3384.02,472845.45,1072.62
151,151,236.37601645833334,105.89624333333333,173.52700083333335,45.56481,62.84901563,29.376395833333333,3776.04,528571.45,1485.75
152,152,236.12260354166668,105.91517083333333,173.63920958333333,45.62383375,62.48339395833333,29.049807916666666,3782.51,528860.04,1488.92
153,153,237.3003375,105.9141019,173.65007083333333,44.40424438,63.65026666666667,30.304219166666666,3742.33,519616.53,1468.51
154,154,239.5847262428683,105.87282996333732,174.33214693955316,41.56835434782609,65.25257930331513,32.40716607270117,3256.19,452126.15,1283.23
155,155,240.3356160405652,105.88713611929565,173.98294468425217,40.72414702127659,66.35267135631304,33.45181003719565,3459.66,483519.07,1355.79
156,156,245.37313583333332,105.83002520833334,173.070185,37.27723688,72.30295083333333,39.83626688,3158.95,441779.03,1342.8
157,157,244.80552229166668,105.82472604166666,173.3241081,37.711895,71.48141416666667,38.770333541666666,3226.08,451119.01,1307.44
158,158,244.8380969,105.82607770833333,173.5071894,37.6621725,71.3309075,38.592806458333335,3213.55,449539.76,1268.58
159,159,244.49993041666667,105.83206708333333,173.83470854166666,38.02852333333333,70.66522188,37.8643025,3259.61,456930.68,1222.71
160,160,247.64454197347442,105.76194151744652,174.74749123407906,33.93993311111111,72.89705073939535,40.06674295426977,2602.28,367442.11,920.88
161,161,239.09729229166666,105.90208708333333,175.0769944,43.396058958333334,64.02029791666666,30.591978333333333,3628.84,507952.15,1339.3
162,162,239.0064475,105.91757270833334,175.21554395833334,43.380502291666666,63.790903541666665,30.365978958333333,3609.06,505792.91,1317.79
163,163,238.8846625,105.9246788,175.26180083333333,43.426791458333334,63.622861666666665,30.174306666666666,3620.38,507089.3,1404.45
164,164,238.61914645833335,105.9344463,175.37574166666667,43.622197916666664,63.24340479166667,29.7871975,3634.4,508578.56,1425.14
165,165,239.19089688209516,105.93919110892513,175.53881338429792,42.01923909090909,63.652083497797236,30.275414168019243,3121.08,436648.86,1269.34
166,166,241.2353204,105.88761218745817,176.35718553523236,41.62263729166666,64.87813488639866,31.528609354130612,3409.72,477859.15,1482.53
167,167,238.5831075,105.9599388,175.96792916666666,44.16422625,62.61517833333333,29.13906625,3640.41,511021.68,1557.87
168,168,238.57298354166667,105.96088416666667,176.138055,44.21343291666667,62.434928541666665,28.97053875,3635.05,510311.95,1630.01
169,169,238.58101833333333,105.9649675,176.31461270833333,44.19709041666667,62.26640563,28.780773333333332,3614.06,514697.38,1618.1
170,170,238.60674479166667,105.97107541666666,176.55302958333334,44.211476041666664,62.05371520833334,28.60620875,3624.81,509567.79,1601.68
171,171,239.32663416666668,105.96778145833333,176.5635175,43.32066708333333,62.76311666666667,29.38412,3580.46,504210.3,1662.57
172,172,240.68149708333334,105.95370083333333,176.5329863,41.89395688,64.14851083333333,30.99238438,3506.48,493979.17,1454.21
173,173,243.5589944,105.92170604166667,176.096495,38.97011875,67.46249938,35.06836520833333,3296.12,465313.63,873.8
174,174,244.1707225,105.9069063,176.063305,38.42847313,68.1074175,35.828963333333334,3200.9,451518.58,1134.02
175,175,244.002155,105.9042788,176.35235645833333,38.618725833333336,67.64979854166667,35.38564791666667,3199.94,452524.38,1101.83
176,176,247.00161762944447,105.86567189401002,177.7411157,34.98098043478261,69.26050192238648,37.050713655755345,2699.05,380362.77,966.47
177,177,243.58025041666667,105.91031979166667,176.50236,38.95681,67.07789041666666,34.72778604166667,3222.51,455765.12,1155.71
178,178,243.7621519,105.91298208333333,176.63482333333334,38.749846041666665,67.12732854166667,34.85613479166667,3197.72,451777.9,1086.47
179,179,246.7382232197721,105.86471035553953,176.75531108191163,35.56386159090909,69.98291213786047,37.58482095221395,2570.89,364109.44,891.57
180,180,246.32049539195506,105.85444621327191,176.97391966322698,36.07215333333333,69.34657572872808,36.32816182484944,2699.83,383391.37,1568.17
181,181,244.69706604166666,105.9094756,176.56342541666666,37.96720979166667,68.13364063,35.17815313,3147.31,442953.37,605.37
182,182,245.6946710638298,105.89545893617021,176.42614234042554,36.45527438,69.26852872340426,36.264464893617024,3085.33,437979.66,1430.76
183,183,246.25150063829787,105.90331744680852,176.69191531914893,36.42134541666667,69.55958531914894,36.56541298,3099.79,439791.82,1324.12
184,184,246.94744479166667,105.90802645833334,176.94697833333333,37.13863333333333,70.00046645833334,37.0868325,3091.19,438508.15,1324.91
185,185,243.8812413,105.94724229166667,177.46608145833332,39.65053313,66.41515979166667,33.94137666666666,3281.29,475553.35,1474.73
186,186,242.97324021276594,105.96852404255318,177.64633255319148,39.43366208333333,65.32690765957447,32.81400574468085,3325.36,469593.36,1595.92
187,187,243.13068083333334,105.97789916666666,177.95562979166667,40.27002188,65.17505104166666,32.68422563,3305.28,467211.25,1463.65
188,188,243.1360913,105.984865,178.25176854166668,40.31320770833333,64.88432270833333,32.42275791666667,3319.05,469784.78,1620.14
189,189,243.2182806,105.98928104166667,178.40573041666667,40.26449375,64.81255020833333,32.192942708333334,3300.4,467067.52,1595.67
190,190,243.1545563,105.99163458333334,178.5408238,40.29131770833333,64.6137325,31.213257708333334,2913.03,411044.47,1476.4
191,191,244.41510791666667,105.98558333333334,178.89387145833334,39.20697770833333,65.52123645833333,32.0784275,2797.51,394717.73,1399.1
192,192,241.79826291666666,106.01499708333333,179.16824854166666,41.78386313,62.63001438,28.86758188,3031.7,425640.6,1564.79
193,193,243.1844719,106.00005604166667,179.0890744,40.260999166666664,64.0953975,30.50350813,2895.94,406574.03,1484.8
194,194,243.09804854166666,106.00136833333333,179.15396895833334,40.28700979166667,63.944079583333334,30.369355416666668,2763.86,387412,1595.82
195,195,242.27472458333332,106.01177020833333,179.30617104166666,41.02846541666667,62.968553541666665,29.324117708333333,2821.19,393678.57,1665.62
196,196,241.12866458333335,106.02915145833333,179.4163888,42.017590416666664,61.71227583333334,27.96228813,2900,404484.81,1326.08
197,197,240.70426854166666,106.0405575,179.55516104166668,42.24798916666666,61.1491075,27.39670041666667,2919.38,408678.96,1118.89
198,198,240.6022919,106.0455344,179.70594833333334,42.278789583333335,60.89634354166667,27.311302291666667,2919.95,408027.44,1804.23
199,199,240.40265770833332,106.0507569,179.9307994,42.361376666666665,60.47185833333333,27.89287875,2920.02,408533.38,2079.2
200,200,240.31943145833333,106.0568781,180.09353416666667,42.330326666666664,60.22589729166667,27.66393813,2910.86,408316.73,1921.74
201,201,240.25340145833334,106.0589006,180.1596581,42.294205833333336,60.093743333333336,27.540335,2874.91,415935.17,1868.78
202,202,240.2455825,106.0614594,180.25159270833333,42.29172063,59.993989791666664,27.46373563,2894.13,404955.22,1165.29
203,203,240.20058326582037,106.06672863102423,180.6804896750725,42.33026456521739,59.520093590747884,27.26583478044109,2753.06,387138.84,1817.45
204,204,247.31007582340789,105.95220097811715,181.03018651142918,34.6593675,66.27988931,33.66690205402769,2129.71,294892.69,1575.24
205,205,237.21891815537438,106.05870057542762,179.77403233090848,42.943072580645165,57.44488582446589,24.869206731574042,1770.13,246139.45,1404.76
206,206,236.75103260997108,105.96934989123915,180.86711061539933,45.45265173913044,55.88392199457174,23.054167219906564,2753.3,380166.76,2296.83
207,207,232.69639854166667,106.07964270833334,179.48614770833333,48.298579583333336,53.21025083333333,20.34212063,3061.28,423081.69,2407.76
208,208,232.4841269,106.0937319,179.66183333333333,48.58062063,52.82229354166667,19.94585125,3042.09,422437.44,1795.87
209,209,231.28359729166667,106.1209988,180.02109916666666,51.13866395833333,51.26249813,18.220924166666666,3221.53,447369.71,2270.41
210,210,230.62386229166665,106.14798354166666,180.24508833333334,52.57535583333333,50.37877395833333,17.256121458333332,3305.48,459026.57,2589.36
211,211,236.3295855255361,106.06397119110046,181.4150935830766,44.010923846153844,54.91449194245949,22.282715268210524,2205.81,308848.3,1594.68
212,212,234.64457166666668,106.1136388,180.2106719,47.01092583333333,54.43389979166667,21.6408175,2991.82,417845.52,2372.37
213,213,231.9573388,106.15142083333333,180.5426619,51.02366833333333,51.41467688,18.3789,3205.5,447403.58,1758.79
214,214,233.45148541666666,106.13453395833334,180.4149538,48.284589583333336,53.03653166666667,20.166332708333332,2912.11,405892.82,2311.77
215,215,233.68708895833333,106.13504541666667,180.6525263,48.18231291666667,53.03456270833333,20.169319791666666,2892.66,405099.21,2202.17
216,216,233.80362645833333,106.13738895833333,180.861755,48.233846666666665,52.94187145833333,20.087271041666668,2891.58,404603.78,2349.65
217,217,233.68235479166665,106.14134,180.97501645833333,48.568919791666666,52.70733833333333,19.79047438,2891.08,420898.76,2276.11
218,218,232.9492806,106.1550913,181.26834354166667,50.15082541666666,51.68093708333333,18.7117475,2956.17,414039.25,2433.18
